tbl;Year;quarter;citymarketid_1;citymarketid_2;city1;city2;cur_passengers;cur_fare;ly_fare;ly_passengers;amount_change;percent_change;amount_change_pax;percent_change_pax;Geocoded_City1;Geocoded_City2
Table 3;2,023;4;33,570;32,457;San Diego, CA;San Francisco, CA (Metropolitan Area);569,690;163.35;134.35;578,090;29.01;0.2159;-8,400;-0.0145;;
Table 3;2,023;4;34,570;33,570;Reno, NV;San Diego, CA;33,750;223.21;177.62;36,050;45.58;0.2566;-2,300;-0.0638;;
Table 3;2,023;3;30,189;30,466;Colorado Springs, CO;Phoenix, AZ;30,340;163.70;127.63;37,880;36.07;0.2826;-7,540;-0.1990;;
Table 3;2,023;3;30,189;32,211;Colorado Springs, CO;Las Vegas, NV;31,290;147.67;126.19;37,270;21.49;0.1703;-5,980;-0.1604;;
Table 3;2,023;3;30,194;31,453;Dallas/Fort Worth, TX;Houston, TX;173,470;182.68;154.75;177,820;27.94;0.1805;-4,350;-0.0245;;
Table 3;2,023;3;30,194;32,206;Dallas/Fort Worth, TX;Harlingen/San Benito, TX;22,410;195.60;158.41;26,260;37.19;0.2348;-3,850;-0.1466;;
Table 3;2,023;3;30,194;33,158;Dallas/Fort Worth, TX;Midland/Odessa, TX;34,950;218.61;186.25;33,710;32.36;0.1738;1,240;0.0368;;
Table 3;2,023;3;30,194;34,653;Dallas/Fort Worth, TX;Tulsa, OK;23,340;212.57;175.51;24,660;37.06;0.2111;-1,320;-0.0535;;
Table 3;2,023;3;30,198;30,852;Pittsburgh, PA;Washington, DC (Metropolitan Area);28,520;219.11;183.35;28,070;35.76;0.1950;450;0.0160;;
Table 3;2,023;3;30,279;30,194;Amarillo, TX;Dallas/Fort Worth, TX;24,200;194.28;164.47;25,640;29.81;0.1813;-1,440;-0.0562;;
Table 3;2,023;3;30,325;30,529;Denver, CO;Hartford, CT;39,710;304.66;261.65;49,200;43.00;0.1644;-9,490;-0.1929;;
Table 3;2,023;3;30,397;30,529;Atlanta, GA (Metropolitan Area);Hartford, CT;62,390;247.84;207.27;65,180;40.57;0.1957;-2,790;-0.0428;;
Table 3;2,023;3;30,423;30,615;Austin, TX;El Paso, TX;40,780;171.98;141.95;44,620;30.03;0.2116;-3,840;-0.0861;;
Table 3;2,023;3;30,466;33,192;Phoenix, AZ;Sacramento, CA;88,810;213.63;182.20;95,500;31.43;0.1725;-6,690;-0.0700;;
Table 3;2,023;3;30,529;30,693;Hartford, CT;Nashville, TN;24,800;237.85;184.06;27,390;53.79;0.2922;-2,590;-0.0946;;
Table 3;2,023;3;30,529;30,852;Hartford, CT;Washington, DC (Metropolitan Area);61,340;206.28;164.62;62,280;41.66;0.2531;-940;-0.0151;;
Table 3;2,023;3;30,529;31,135;Hartford, CT;Myrtle Beach, SC;27,030;130.59;95.19;31,120;35.40;0.3719;-4,090;-0.1314;;
Table 3;2,023;3;30,529;32,467;Hartford, CT;Miami, FL (Metropolitan Area);49,330;195.87;165.79;66,990;30.07;0.1814;-17,660;-0.2636;;
Table 3;2,023;3;30,559;31,884;Seattle, WA;Spokane, WA;71,220;168.57;138.64;70,020;29.94;0.2160;1,200;0.0171;;
Table 3;2,023;3;30,615;30,466;El Paso, TX;Phoenix, AZ;29,600;181.78;154.88;29,270;26.91;0.1737;330;0.0113;;
Table 3;2,023;3;30,615;33,214;El Paso, TX;San Antonio, TX;29,860;208.35;166.92;33,320;41.43;0.2482;-3,460;-0.1038;;
Table 3;2,023;3;30,693;33,495;Nashville, TN;New Orleans, LA;37,730;206.30;171.00;38,770;35.30;0.2064;-1,040;-0.0268;;
Table 3;2,023;3;30,713;30,466;Boise, ID;Phoenix, AZ;44,340;184.11;152.87;45,560;31.25;0.2044;-1,220;-0.0268;;
Table 3;2,023;3;30,713;32,457;Boise, ID;San Francisco, CA (Metropolitan Area);69,060;178.37;153.52;72,190;24.85;0.1618;-3,130;-0.0434;;
Table 3;2,023;3;30,713;33,192;Boise, ID;Sacramento, CA;33,980;168.20;144.94;35,330;23.26;0.1605;-1,350;-0.0382;;
Table 3;2,023;3;30,721;30,852;Boston, MA (Metropolitan Area);Washington, DC (Metropolitan Area);580,120;173.57;145.47;576,990;28.10;0.1932;3,130;0.0054;;
Table 3;2,023;3;30,721;31,135;Boston, MA (Metropolitan Area);Myrtle Beach, SC;50,500;149.95;126.24;54,540;23.71;0.1878;-4,040;-0.0741;;
Table 3;2,023;3;30,721;34,100;Boston, MA (Metropolitan Area);Philadelphia, PA;156,760;191.87;161.69;161,640;30.18;0.1867;-4,880;-0.0302;;
Table 3;2,023;3;30,792;30,977;Buffalo, NY;Chicago, IL;43,850;201.59;169.36;48,210;32.23;0.1903;-4,360;-0.0904;;
Table 3;2,023;3;30,849;30,325;Bozeman, MT;Denver, CO;31,220;209.98;177.51;33,730;32.46;0.1829;-2,510;-0.0744;;
Table 3;2,023;3;30,977;30,198;Chicago, IL;Pittsburgh, PA;75,750;204.13;171.94;80,690;32.19;0.1872;-4,940;-0.0612;;
Table 3;2,023;3;30,977;30,529;Chicago, IL;Hartford, CT;62,670;259.99;192.59;72,810;67.40;0.3500;-10,140;-0.1393;;
Table 3;2,023;3;30,977;31,135;Chicago, IL;Myrtle Beach, SC;38,550;196.05;137.64;61,920;58.42;0.4245;-23,370;-0.3774;;
Table 3;2,023;3;30,977;33,495;Chicago, IL;New Orleans, LA;96,530;194.72;158.15;121,990;36.57;0.2312;-25,460;-0.2087;;
Table 3;2,023;3;30,994;30,693;Charleston, SC;Nashville, TN;26,800;195.09;167.48;25,720;27.61;0.1649;1,080;0.0420;;
Table 3;2,023;3;31,057;31,454;Charlotte, NC;Orlando, FL;71,200;194.13;166.93;88,320;27.20;0.1629;-17,120;-0.1938;;
Table 3;2,023;3;31,135;30,852;Myrtle Beach, SC;Washington, DC (Metropolitan Area);41,890;172.27;133.50;51,210;38.77;0.2904;-9,320;-0.1820;;
Table 3;2,023;3;31,135;31,703;Myrtle Beach, SC;New York City, NY (Metropolitan Area);121,780;144.99;124.84;130,900;20.14;0.1613;-9,120;-0.0697;;
Table 3;2,023;3;31,136;32,467;Jacksonville, FL;Miami, FL (Metropolitan Area);41,840;177.25;149.82;39,070;27.42;0.1830;2,770;0.0709;;
Table 3;2,023;3;31,295;33,495;Detroit, MI;New Orleans, LA;30,610;234.62;165.69;49,590;68.93;0.4160;-18,980;-0.3827;;
Table 3;2,023;3;31,423;32,211;Des Moines, IA;Las Vegas, NV;29,340;171.68;144.91;32,640;26.78;0.1848;-3,300;-0.1011;;
Table 3;2,023;3;31,453;33,158;Houston, TX;Midland/Odessa, TX;67,580;247.62;196.64;65,660;50.97;0.2592;1,920;0.0292;;
Table 3;2,023;3;31,453;33,214;Houston, TX;San Antonio, TX;21,240;210.05;180.33;21,370;29.72;0.1648;-130;-0.0061;;
Table 3;2,023;3;31,638;32,211;Fresno, CA;Las Vegas, NV;43,840;121.68;102.03;50,690;19.65;0.1926;-6,850;-0.1351;;
Table 3;2,023;3;32,211;30,466;Las Vegas, NV;Phoenix, AZ;157,120;147.54;122.20;164,180;25.33;0.2073;-7,060;-0.0430;;
Table 3;2,023;3;32,211;31,884;Las Vegas, NV;Spokane, WA;34,400;214.93;181.46;39,340;33.47;0.1844;-4,940;-0.1256;;
Table 3;2,023;3;32,211;33,244;Las Vegas, NV;Memphis, TN;40,070;202.05;166.85;49,380;35.20;0.2110;-9,310;-0.1885;;
Table 3;2,023;3;32,211;34,570;Las Vegas, NV;Reno, NV;99,990;174.53;131.13;96,770;43.40;0.3310;3,220;0.0333;;
Table 3;2,023;3;32,457;34,689;San Francisco, CA (Metropolitan Area);Santa Barbara, CA;28,670;195.34;159.29;33,780;36.05;0.2263;-5,110;-0.1513;;
Table 3;2,023;3;32,467;31,123;Miami, FL (Metropolitan Area);St. Louis, MO;55,490;251.17;212.38;65,140;38.80;0.1827;-9,650;-0.1481;;
Table 3;2,023;3;32,575;30,436;Los Angeles, CA (Metropolitan Area);Tucson, AZ;52,420;184.48;157.26;55,010;27.22;0.1731;-2,590;-0.0471;;
Table 3;2,023;3;32,575;30,466;Los Angeles, CA (Metropolitan Area);Phoenix, AZ;450,600;161.02;135.29;473,970;25.74;0.1902;-23,370;-0.0493;;
Table 3;2,023;3;32,575;32,457;Los Angeles, CA (Metropolitan Area);San Francisco, CA (Metropolitan Area);1,548,030;152.14;129.58;1,532,790;22.56;0.1741;15,240;0.0099;;
Table 3;2,023;3;32,575;33,192;Los Angeles, CA (Metropolitan Area);Sacramento, CA;420,190;170.81;128.48;458,500;42.33;0.3295;-38,310;-0.0836;;
Table 3;2,023;3;32,575;34,570;Los Angeles, CA (Metropolitan Area);Reno, NV;136,130;169.94;134.79;136,390;35.16;0.2608;-260;-0.0019;;
Table 3;2,023;3;33,192;33,570;Sacramento, CA;San Diego, CA;231,720;139.20;95.95;238,000;43.24;0.4507;-6,280;-0.0264;;
Table 3;2,023;3;33,495;31,123;New Orleans, LA;St. Louis, MO;23,160;211.27;178.44;25,770;32.83;0.1840;-2,610;-0.1013;;
Table 3;2,023;3;33,495;34,100;New Orleans, LA;Philadelphia, PA;41,510;223.07;179.97;53,420;43.10;0.2395;-11,910;-0.2230;;
Table 3;2,023;3;33,570;32,457;San Diego, CA;San Francisco, CA (Metropolitan Area);594,580;155.35;119.76;619,040;35.59;0.2971;-24,460;-0.0395;;
Table 3;2,023;3;34,262;32,457;Palm Springs, CA;San Francisco, CA (Metropolitan Area);46,910;182.53;146.83;59,120;35.69;0.2431;-12,210;-0.2065;;
Table 3;2,023;3;34,570;32,457;Reno, NV;San Francisco, CA (Metropolitan Area);25,130;212.91;161.38;27,910;51.53;0.3193;-2,780;-0.0996;;
Table 3;2,023;3;34,570;33,570;Reno, NV;San Diego, CA;40,310;220.72;182.76;43,120;37.96;0.2077;-2,810;-0.0652;;
Table 3;2,023;3;34,576;30,852;Rochester, NY;Washington, DC (Metropolitan Area);24,060;205.27;164.38;25,450;40.90;0.2488;-1,390;-0.0546;;
Table 3;2,023;3;34,614;31,884;Salt Lake City, UT;Spokane, WA;20,860;276.25;228.96;23,040;47.29;0.2065;-2,180;-0.0946;;
Table 3;2,023;3;35,096;30,852;Syracuse, NY;Washington, DC (Metropolitan Area);24,660;209.12;172.32;25,310;36.80;0.2136;-650;-0.0257;;
Table 3;2,023;2;30,189;30,466;Colorado Springs, CO;Phoenix, AZ;36,020;168.02;133.16;43,310;34.86;0.2618;-7,290;-0.1683;;
Table 3;2,023;2;30,189;32,211;Colorado Springs, CO;Las Vegas, NV;29,200;156.76;128.79;40,410;27.98;0.2172;-11,210;-0.2774;;
Table 3;2,023;2;30,194;31,453;Dallas/Fort Worth, TX;Houston, TX;182,840;191.68;163.74;182,220;27.94;0.1706;620;0.0034;;
Table 3;2,023;2;30,194;32,206;Dallas/Fort Worth, TX;Harlingen/San Benito, TX;21,970;200.17;167.69;25,860;32.48;0.1937;-3,890;-0.1504;;
Table 3;2,023;2;30,194;32,600;Dallas/Fort Worth, TX;Little Rock, AR;24,740;222.27;192.51;24,450;29.76;0.1546;290;0.0119;;
Table 3;2,023;2;30,194;32,896;Dallas/Fort Worth, TX;Lubbock, TX;34,380;197.00;163.16;38,020;33.84;0.2074;-3,640;-0.0957;;
Table 3;2,023;2;30,194;33,158;Dallas/Fort Worth, TX;Midland/Odessa, TX;32,830;226.49;182.23;34,980;44.26;0.2429;-2,150;-0.0615;;
Table 3;2,023;2;30,194;34,653;Dallas/Fort Worth, TX;Tulsa, OK;23,980;213.67;179.82;26,530;33.85;0.1883;-2,550;-0.0961;;
Table 3;2,023;2;30,198;30,852;Pittsburgh, PA;Washington, DC (Metropolitan Area);31,050;219.58;174.03;28,590;45.55;0.2617;2,460;0.0860;;
Table 3;2,023;2;30,257;30,852;Albany, NY;Washington, DC (Metropolitan Area);34,280;224.01;194.03;31,570;29.98;0.1545;2,710;0.0858;;
Table 3;2,023;2;30,279;30,194;Amarillo, TX;Dallas/Fort Worth, TX;23,340;197.34;169.73;24,590;27.61;0.1627;-1,250;-0.0508;;
Table 3;2,023;2;30,397;30,792;Atlanta, GA (Metropolitan Area);Buffalo, NY;34,120;246.65;211.80;36,800;34.85;0.1645;-2,680;-0.0728;;
Table 3;2,023;2;30,397;30,994;Atlanta, GA (Metropolitan Area);Charleston, SC;21,880;278.24;229.21;25,610;49.04;0.2139;-3,730;-0.1456;;
Table 3;2,023;2;30,397;31,136;Atlanta, GA (Metropolitan Area);Jacksonville, FL;51,600;220.99;187.28;58,950;33.71;0.1800;-7,350;-0.1247;;
Table 3;2,023;2;30,397;33,667;Atlanta, GA (Metropolitan Area);Norfolk, VA (Metropolitan Area);38,300;278.34;223.20;46,660;55.14;0.2470;-8,360;-0.1792;;
Table 3;2,023;2;30,397;34,576;Atlanta, GA (Metropolitan Area);Rochester, NY;22,150;273.82;224.09;23,560;49.73;0.2219;-1,410;-0.0598;;
Table 3;2,023;2;30,423;32,467;Austin, TX;Miami, FL (Metropolitan Area);111,130;214.40;174.95;138,200;39.44;0.2255;-27,070;-0.1959;;
Table 3;2,023;2;30,466;33,192;Phoenix, AZ;Sacramento, CA;111,640;219.09;189.90;112,620;29.20;0.1537;-980;-0.0087;;
Table 3;2,023;2;30,529;30,852;Hartford, CT;Washington, DC (Metropolitan Area);67,840;215.16;185.10;65,200;30.06;0.1624;2,640;0.0405;;
Table 3;2,023;2;30,529;31,135;Hartford, CT;Myrtle Beach, SC;25,750;131.65;108.34;33,690;23.31;0.2151;-7,940;-0.2357;;
Table 3;2,023;2;30,529;31,650;Hartford, CT;Minneapolis/St. Paul, MN;25,720;341.04;287.04;24,020;54.00;0.1881;1,700;0.0708;;
Table 3;2,023;2;30,529;32,467;Hartford, CT;Miami, FL (Metropolitan Area);69,740;218.96;183.80;95,260;35.16;0.1913;-25,520;-0.2679;;
Table 3;2,023;2;30,721;31,057;Boston, MA (Metropolitan Area);Charlotte, NC;154,860;235.57;188.64;166,020;46.93;0.2488;-11,160;-0.0672;;
Table 3;2,023;2;30,721;31,123;Boston, MA (Metropolitan Area);St. Louis, MO;60,160;301.34;259.51;59,150;41.83;0.1612;1,010;0.0171;;
Table 3;2,023;2;30,721;31,135;Boston, MA (Metropolitan Area);Myrtle Beach, SC;56,510;166.15;143.57;55,630;22.58;0.1573;880;0.0158;;
Table 3;2,023;2;30,721;31,703;Boston, MA (Metropolitan Area);New York City, NY (Metropolitan Area);358,070;188.34;141.53;341,870;46.81;0.3307;16,200;0.0474;;
Table 3;2,023;2;30,721;32,337;Boston, MA (Metropolitan Area);Indianapolis, IN;61,400;268.08;220.35;63,000;47.73;0.2166;-1,600;-0.0254;;
Table 3;2,023;2;30,721;34,100;Boston, MA (Metropolitan Area);Philadelphia, PA;165,370;205.74;160.36;166,770;45.37;0.2829;-1,400;-0.0084;;
Table 3;2,023;2;30,792;30,977;Buffalo, NY;Chicago, IL;35,370;203.15;171.04;36,760;32.11;0.1877;-1,390;-0.0378;;
Table 3;2,023;2;30,792;32,467;Buffalo, NY;Miami, FL (Metropolitan Area);58,500;196.22;160.64;61,760;35.59;0.2215;-3,260;-0.0528;;
Table 3;2,023;2;30,977;30,529;Chicago, IL;Hartford, CT;60,990;269.41;226.26;62,040;43.15;0.1907;-1,050;-0.0169;;
Table 3;2,023;2;30,977;31,135;Chicago, IL;Myrtle Beach, SC;40,020;184.54;142.57;59,650;41.97;0.2944;-19,630;-0.3291;;
Table 3;2,023;2;30,977;31,703;Chicago, IL;New York City, NY (Metropolitan Area);936,190;221.33;188.54;910,850;32.79;0.1739;25,340;0.0278;;
Table 3;2,023;2;30,994;31,650;Charleston, SC;Minneapolis/St. Paul, MN;20,910;259.15;221.87;22,920;37.28;0.1680;-2,010;-0.0877;;
Table 3;2,023;2;31,057;30,198;Charlotte, NC;Pittsburgh, PA;25,220;273.83;229.13;26,470;44.70;0.1951;-1,250;-0.0472;;
Table 3;2,023;2;31,057;30,852;Charlotte, NC;Washington, DC (Metropolitan Area);151,400;202.13;173.92;146,900;28.21;0.1622;4,500;0.0306;;
Table 3;2,023;2;31,057;31,295;Charlotte, NC;Detroit, MI;58,190;258.50;223.84;56,900;34.67;0.1549;1,290;0.0227;;
Table 3;2,023;2;31,057;32,337;Charlotte, NC;Indianapolis, IN;29,110;281.95;244.44;30,400;37.51;0.1534;-1,290;-0.0424;;
Table 3;2,023;2;31,135;30,852;Myrtle Beach, SC;Washington, DC (Metropolitan Area);35,210;181.12;137.99;43,920;43.13;0.3126;-8,710;-0.1983;;
Table 3;2,023;2;31,295;30,852;Detroit, MI;Washington, DC (Metropolitan Area);164,380;207.78;176.68;159,670;31.10;0.1760;4,710;0.0295;;
Table 3;2,023;2;31,453;33,158;Houston, TX;Midland/Odessa, TX;68,140;264.13;208.41;59,460;55.72;0.2674;8,680;0.1460;;
Table 3;2,023;2;31,453;33,214;Houston, TX;San Antonio, TX;21,730;214.71;178.49;23,490;36.23;0.2030;-1,760;-0.0749;;
Table 3;2,023;2;31,453;34,653;Houston, TX;Tulsa, OK;49,260;210.78;181.44;48,030;29.35;0.1617;1,230;0.0256;;
Table 3;2,023;2;31,624;31,703;Key West, FL;New York City, NY (Metropolitan Area);26,690;343.47;284.10;39,340;59.37;0.2090;-12,650;-0.3216;;
Table 3;2,023;2;31,650;34,057;Minneapolis/St. Paul, MN;Portland, OR;59,600;311.25;261.76;69,020;49.50;0.1891;-9,420;-0.1365;;
Table 3;2,023;2;31,834;31,703;Fayetteville, AR;New York City, NY (Metropolitan Area);25,820;353.28;305.76;28,440;47.52;0.1554;-2,620;-0.0921;;
Table 3;2,023;2;31,871;30,852;Greenville/Spartanburg, SC;Washington, DC (Metropolitan Area);29,960;236.55;201.94;31,170;34.61;0.1714;-1,210;-0.0388;;
Table 3;2,023;2;32,337;34,100;Indianapolis, IN;Philadelphia, PA;27,740;365.95;315.05;29,090;50.90;0.1616;-1,350;-0.0464;;
Table 3;2,023;2;32,457;34,689;San Francisco, CA (Metropolitan Area);Santa Barbara, CA;31,250;198.23;167.99;31,520;30.24;0.1800;-270;-0.0086;;
Table 3;2,023;2;32,467;31,123;Miami, FL (Metropolitan Area);St. Louis, MO;65,120;254.72;200.52;78,330;54.20;0.2703;-13,210;-0.1686;;
Table 3;2,023;2;32,467;31,454;Miami, FL (Metropolitan Area);Orlando, FL;65,400;161.48;136.41;75,860;25.07;0.1838;-10,460;-0.1379;;
Table 3;2,023;2;32,467;31,650;Miami, FL (Metropolitan Area);Minneapolis/St. Paul, MN;103,440;260.24;204.64;119,650;55.60;0.2717;-16,210;-0.1355;;
Table 3;2,023;2;32,575;33,192;Los Angeles, CA (Metropolitan Area);Sacramento, CA;478,770;168.86;130.01;494,600;38.85;0.2988;-15,830;-0.0320;;
Table 3;2,023;2;32,575;34,570;Los Angeles, CA (Metropolitan Area);Reno, NV;113,730;159.58;128.19;118,100;31.39;0.2449;-4,370;-0.0370;;
Table 3;2,023;2;33,495;34,100;New Orleans, LA;Philadelphia, PA;51,970;273.05;233.71;66,230;39.34;0.1683;-14,260;-0.2153;;
Table 3;2,023;2;34,100;34,492;Philadelphia, PA;Raleigh/Durham, NC;55,240;217.80;182.56;59,530;35.24;0.1930;-4,290;-0.0721;;
Table 3;2,023;2;34,262;33,192;Palm Springs, CA;Sacramento, CA;22,180;171.98;141.98;20,480;29.99;0.2112;1,700;0.0830;;
Table 3;2,023;2;34,570;32,457;Reno, NV;San Francisco, CA (Metropolitan Area);24,420;206.44;160.99;23,840;45.45;0.2824;580;0.0243;;
Table 3;2,023;2;34,570;33,570;Reno, NV;San Diego, CA;36,770;209.30;176.26;36,510;33.04;0.1874;260;0.0071;;
Table 3;2,023;2;34,576;30,852;Rochester, NY;Washington, DC (Metropolitan Area);25,550;205.47;162.62;26,780;42.85;0.2635;-1,230;-0.0459;;
Table 3;2,023;2;35,096;30,852;Syracuse, NY;Washington, DC (Metropolitan Area);24,090;207.48;163.61;24,280;43.87;0.2681;-190;-0.0078;;
Table 3;2,023;2;35,412;31,703;Knoxville, TN;New York City, NY (Metropolitan Area);35,990;255.60;220.96;33,270;34.64;0.1568;2,720;0.0818;;
Table 3;2,023;1;30,198;30,852;Pittsburgh, PA;Washington, DC (Metropolitan Area);24,790;210.78;145.17;17,400;65.61;0.4520;7,390;0.4247;;
Table 3;2,023;1;30,397;30,994;Atlanta, GA (Metropolitan Area);Charleston, SC;20,150;284.33;202.74;19,130;81.58;0.4024;1,020;0.0533;;
Table 3;2,023;1;30,397;31,136;Atlanta, GA (Metropolitan Area);Jacksonville, FL;47,580;235.78;169.95;44,430;65.83;0.3873;3,150;0.0709;;
Table 3;2,023;1;30,397;31,986;Atlanta, GA (Metropolitan Area);Grand Rapids, MI;22,110;295.90;217.85;21,400;78.05;0.3582;710;0.0332;;
Table 3;2,023;1;30,397;32,211;Atlanta, GA (Metropolitan Area);Las Vegas, NV;199,620;318.98;238.06;193,890;80.92;0.3399;5,730;0.0296;;
Table 3;2,023;1;30,423;32,467;Austin, TX;Miami, FL (Metropolitan Area);103,470;227.48;155.96;102,010;71.53;0.4586;1,460;0.0143;;
Table 3;2,023;1;30,466;30,198;Phoenix, AZ;Pittsburgh, PA;34,350;333.90;228.70;39,560;105.21;0.4600;-5,210;-0.1317;;
Table 3;2,023;1;30,599;31,703;Birmingham, AL;New York City, NY (Metropolitan Area);24,240;316.41;230.64;23,600;85.77;0.3719;640;0.0271;;
Table 3;2,023;1;30,627;30,466;Bismarck/Mandan, ND;Phoenix, AZ;23,500;184.74;134.06;24,240;50.68;0.3780;-740;-0.0305;;
Table 3;2,023;1;30,647;30,466;Cleveland, OH (Metropolitan Area);Phoenix, AZ;59,760;246.41;177.82;63,330;68.59;0.3857;-3,570;-0.0564;;
Table 3;2,023;1;30,721;30,194;Boston, MA (Metropolitan Area);Dallas/Fort Worth, TX;138,640;270.51;199.94;109,250;70.57;0.3529;29,390;0.2690;;
Table 3;2,023;1;30,721;31,057;Boston, MA (Metropolitan Area);Charlotte, NC;105,430;204.32;149.95;92,190;54.38;0.3626;13,240;0.1436;;
Table 3;2,023;1;30,721;31,703;Boston, MA (Metropolitan Area);New York City, NY (Metropolitan Area);276,080;161.91;115.11;189,090;46.80;0.4066;86,990;0.4600;;
Table 3;2,023;1;30,721;33,667;Boston, MA (Metropolitan Area);Norfolk, VA (Metropolitan Area);20,840;202.18;151.26;21,050;50.92;0.3366;-210;-0.0100;;
Table 3;2,023;1;30,792;31,714;Buffalo, NY;Fort Myers, FL;18,820;252.29;153.07;31,810;99.22;0.6482;-12,990;-0.4084;;
