tbl;Year;quarter;citymarketid_1;citymarketid_2;city1;city2;cur_passengers;cur_fare;ly_fare;ly_passengers;amount_change;percent_change;amount_change_pax;percent_change_pax;Geocoded_City1;Geocoded_City2
(38.892062, -77.019912)"
Table 4;2,013;3;33,198;31,650;Kansas City, MO;Minneapolis/St. Paul, MN;42,790;211.05;302.63;30,090;-91.58;-0.3026;12,700;0.4221;"Kansas City, MO
(39.099792, -94.578559)";"Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4;2,013;2;30,325;31,637;Denver, CO;Fargo, ND;15,980;159.26;314.72;6,330;-155.46;-0.4940;9,650;1.5245;"Denver, CO
(39.738453, -104.984853)";"Fargo, ND
(36.731654, -119.785856)"
Table 4;2,013;2;30,397;33,044;Atlanta, GA (Metropolitan Area);Louisville, KY;37,290;151.62;317.42;16,400;-165.79;-0.5223;20,890;1.2738;"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)";"Louisville, KY
(38.256078, -85.751569)"
Table 4;2,013;2;30,977;31,423;Chicago, IL;Des Moines, IA;24,700;185.08;354.37;13,480;-169.29;-0.4777;11,220;0.8323;"Chicago, IL
(41.775002, -87.696388)";"Des Moines, IA
(41.588822, -93.620309)"
Table 4;2,013;2;30,977;34,576;Chicago, IL;Rochester, NY;27,610;195.30;327.02;12,590;-131.72;-0.4028;15,020;1.1930;"Chicago, IL
(41.775002, -87.696388)";"Rochester, NY
(43.155708, -77.612547)"
Table 4;2,013;2;31,135;34,100;Myrtle Beach, SC;Philadelphia, PA;15,520;118.63;217.11;5,790;-98.48;-0.4536;9,730;1.6805;"Myrtle Beach, SC
(33.68785, -78.883852)";"Philadelphia, PA
(39.951061, -75.16562)"
Table 4;2,013;2;33,198;31,650;Kansas City, MO;Minneapolis/St. Paul, MN;41,650;204.50;314.87;29,470;-110.37;-0.3505;12,180;0.4133;"Kansas City, MO
(39.099792, -94.578559)";"Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4;2,013;1;30,189;32,575;Colorado Springs, CO;Los Angeles, CA (Metropolitan Area);20,200;159.06;248.80;15,890;-89.73;-0.3607;4,310;0.2712;"Colorado Springs, CO
(38.835224, -104.819798)";"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)"
Table 4;2,013;1;30,194;33,256;Dallas/Fort Worth, TX;Mission/McAllen/Edinburg, TX;17,770;149.47;216.63;15,210;-67.16;-0.3100;2,560;0.1683;"Dallas/Fort Worth, TX
(40.11086, -77.035636)";"Mission/McAllen/Edinburg, TX
(43.153621, -93.201042)"
Table 4;2,013;1;30,397;33,044;Atlanta, GA (Metropolitan Area);Louisville, KY;33,260;136.64;325.67;14,430;-189.03;-0.5804;18,830;1.3049;"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)";"Louisville, KY
(38.256078, -85.751569)"
Table 4;2,013;1;30,721;30,194;Boston, MA (Metropolitan Area);Dallas/Fort Worth, TX;127,200;229.88;356.82;100,400;-126.93;-0.3557;26,800;0.2669;"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)";"Dallas/Fort Worth, TX
(40.11086, -77.035636)"
Table 4;2,013;1;30,977;31,423;Chicago, IL;Des Moines, IA;20,940;180.33;381.64;10,470;-201.31;-0.5275;10,470;1.0000;"Chicago, IL
(41.775002, -87.696388)";"Des Moines, IA
(41.588822, -93.620309)"
Table 4;2,013;1;31,003;30,325;Cedar Rapids/Iowa City, IA;Denver, CO;15,010;150.80;271.70;4,930;-120.90;-0.4450;10,080;2.0446;"Cedar Rapids/Iowa City, IA
(41.978122, -91.669808)";"Denver, CO
(39.738453, -104.984853)"
Table 4;2,013;1;31,638;33,570;Fresno, CA;San Diego, CA;14,610;107.66;215.79;3,590;-108.13;-0.5011;11,020;3.0696;"Fresno, CA
(36.731654, -119.785856)";"San Diego, CA
(32.71576, -117.163817)"
Table 4;2,013;1;31,995;31,454;Greensboro/High Point, NC;Orlando, FL;16,380;137.12;199.34;7,420;-62.22;-0.3121;8,960;1.2075;"Greensboro/High Point, NC
(36.072701, -79.793899)";"Orlando, FL
(28.538331, -81.378879)"
Table 4;2,012;4;30,189;30,466;Colorado Springs, CO;Phoenix, AZ;22,220;119.52;197.30;9,500;-77.79;-0.3942;12,720;1.3389;"Colorado Springs, CO
(38.835224, -104.819798)";"Phoenix, AZ
(30.406931, -87.217578)"
Table 4;2,012;4;30,189;32,575;Colorado Springs, CO;Los Angeles, CA (Metropolitan Area);32,830;153.15;300.40;17,000;-147.25;-0.4902;15,830;0.9312;"Colorado Springs, CO
(38.835224, -104.819798)";"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)"
Table 4;2,012;4;30,325;30,285;Denver, CO;Durango, CO;16,340;134.82;223.67;13,530;-88.86;-0.3973;2,810;0.2077;"Denver, CO
(39.738453, -104.984853)";"Durango, CO
(37.28225, -107.877762)"
Table 4;2,012;4;30,397;33,044;Atlanta, GA (Metropolitan Area);Louisville, KY;36,710;136.91;330.63;13,790;-193.72;-0.5859;22,920;1.6621;"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)";"Louisville, KY
(38.256078, -85.751569)"
Table 4;2,012;4;30,721;30,194;Boston, MA (Metropolitan Area);Dallas/Fort Worth, TX;154,560;219.27;319.36;123,300;-100.10;-0.3134;31,260;0.2535;"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)";"Dallas/Fort Worth, TX
(40.11086, -77.035636)"
Table 4;2,012;4;30,792;34,100;Buffalo, NY;Philadelphia, PA;15,640;191.41;295.94;11,570;-104.53;-0.3532;4,070;0.3518;"Buffalo, NY
(39.945422, -78.64671)";"Philadelphia, PA
(39.951061, -75.16562)"
Table 4;2,012;4;30,977;31,423;Chicago, IL;Des Moines, IA;24,400;179.76;326.90;12,380;-147.14;-0.4501;12,020;0.9709;"Chicago, IL
(41.775002, -87.696388)";"Des Moines, IA
(41.588822, -93.620309)"
Table 4;2,012;4;30,977;32,337;Chicago, IL;Indianapolis, IN;27,900;137.73;231.90;27,400;-94.17;-0.4061;500;0.0182;"Chicago, IL
(41.775002, -87.696388)";"Indianapolis, IN
(39.76845, -86.156212)"
Table 4;2,012;4;31,003;30,325;Cedar Rapids/Iowa City, IA;Denver, CO;17,300;155.38;331.39;6,690;-176.00;-0.5311;10,610;1.5859;"Cedar Rapids/Iowa City, IA
(41.978122, -91.669808)";"Denver, CO
(39.738453, -104.984853)"
Table 4;2,012;4;31,638;33,570;Fresno, CA;San Diego, CA;15,230;114.96;270.68;4,620;-155.71;-0.5753;10,610;2.2965;"Fresno, CA
(36.731654, -119.785856)";"San Diego, CA
(32.71576, -117.163817)"
Table 4;2,012;4;34,262;32,457;Palm Springs, CA;San Francisco, CA (Metropolitan Area);47,690;145.21;282.22;40,090;-137.01;-0.4855;7,600;0.1896;"Palm Springs, CA
(33.830302, -116.546843)";"San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
Table 4;2,012;3;30,189;30,559;Colorado Springs, CO;Seattle, WA;16,700;155.86;249.39;5,680;-93.52;-0.3750;11,020;1.9401;"Colorado Springs, CO
(38.835224, -104.819798)";"Seattle, WA
(47.603229, -122.33028)"
Table 4;2,012;3;30,325;32,070;Denver, CO;Harrisburg, PA;15,850;199.89;329.16;4,240;-129.27;-0.3927;11,610;2.7382;"Denver, CO
(39.738453, -104.984853)";"Harrisburg, PA
(40.259572, -76.881821)"
Table 4;2,012;3;30,325;32,600;Denver, CO;Little Rock, AR;21,610;165.43;277.21;11,730;-111.78;-0.4032;9,880;0.8423;"Denver, CO
(39.738453, -104.984853)";"Little Rock, AR
(34.748745, -92.275105)"
Table 4;2,012;3;30,397;30,158;Atlanta, GA (Metropolitan Area);Atlantic City, NJ;16,300;88.07;133.39;18,420;-45.31;-0.3397;-2,120;-0.1151;"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)";"Atlantic City, NJ
(33.748547, -84.391502)"
Table 4;2,012;3;30,397;33,044;Atlanta, GA (Metropolitan Area);Louisville, KY;25,450;176.81;342.72;16,280;-165.90;-0.4841;9,170;0.5633;"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)";"Louisville, KY
(38.256078, -85.751569)"
Table 4;2,012;3;30,792;34,100;Buffalo, NY;Philadelphia, PA;16,540;200.34;309.75;11,170;-109.41;-0.3532;5,370;0.4808;"Buffalo, NY
(39.945422, -78.64671)";"Philadelphia, PA
(39.951061, -75.16562)"
Table 4;2,012;3;30,849;32,457;Bozeman, MT;San Francisco, CA (Metropolitan Area);17,920;170.24;245.48;10,800;-75.24;-0.3065;7,120;0.6593;"Bozeman, MT
(45.679294, -111.046611)";"San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
Table 4;2,012;3;31,003;30,325;Cedar Rapids/Iowa City, IA;Denver, CO;17,570;154.61;264.48;6,430;-109.87;-0.4154;11,140;1.7325;"Cedar Rapids/Iowa City, IA
(41.978122, -91.669808)";"Denver, CO
(39.738453, -104.984853)"
Table 4;2,012;3;31,638;33,570;Fresno, CA;San Diego, CA;15,100;110.31;211.61;4,110;-101.30;-0.4787;10,990;2.6740;"Fresno, CA
(36.731654, -119.785856)";"San Diego, CA
(32.71576, -117.163817)"
Table 4;2,012;2;30,325;31,775;Denver, CO;Sioux Falls, SD;17,580;144.88;214.74;8,830;-69.87;-0.3253;8,750;0.9909;"Denver, CO
(39.738453, -104.984853)";"Sioux Falls, SD
(43.488765, -96.743185)"
Table 4;2,012;2;30,325;32,600;Denver, CO;Little Rock, AR;22,170;162.70;255.96;11,590;-93.27;-0.3644;10,580;0.9129;"Denver, CO
(39.738453, -104.984853)";"Little Rock, AR
(34.748745, -92.275105)"
Table 4;2,012;2;30,792;34,100;Buffalo, NY;Philadelphia, PA;16,830;210.12;321.95;11,000;-111.84;-0.3474;5,830;0.5300;"Buffalo, NY
(39.945422, -78.64671)";"Philadelphia, PA
(39.951061, -75.16562)"
Table 4;2,012;2;31,267;30,852;Dayton, OH;Washington, DC (Metropolitan Area);55,320;155.79;234.64;55,560;-78.86;-0.3361;-240;-0.0043;"Dayton, OH
(39.760982, -84.192203)";"Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4;2,012;1;30,325;32,600;Denver, CO;Little Rock, AR;17,760;159.92;252.36;11,450;-92.44;-0.3663;6,310;0.5511;"Denver, CO
(39.738453, -104.984853)";"Little Rock, AR
(34.748745, -92.275105)"
Table 4;2,011;4;30,325;31,775;Denver, CO;Sioux Falls, SD;15,250;149.94;239.15;7,010;-89.22;-0.3731;8,240;1.1755;"Denver, CO
(39.738453, -104.984853)";"Sioux Falls, SD
(43.488765, -96.743185)"
Table 4;2,011;4;30,977;31,871;Chicago, IL;Greenville/Spartanburg, SC;26,750;173.16;261.66;10,280;-88.49;-0.3382;16,470;1.6021;"Chicago, IL
(41.775002, -87.696388)";"Greenville/Spartanburg, SC
(44.513288, -88.013256)"
Table 4;2,011;3;30,325;31,423;Denver, CO;Des Moines, IA;23,240;175.66;252.38;11,600;-76.72;-0.3040;11,640;1.0034;"Denver, CO
(39.738453, -104.984853)";"Des Moines, IA
(41.588822, -93.620309)"
Table 4;2,011;3;30,325;31,775;Denver, CO;Sioux Falls, SD;18,680;138.22;219.14;7,670;-80.92;-0.3693;11,010;1.4355;"Denver, CO
(39.738453, -104.984853)";"Sioux Falls, SD
(43.488765, -96.743185)"
Table 4;2,011;3;30,325;35,412;Denver, CO;Knoxville, TN;15,830;190.70;354.32;5,120;-163.62;-0.4618;10,710;2.0918;"Denver, CO
(39.738453, -104.984853)";"Knoxville, TN
(35.962631, -83.916677)"
Table 4;2,011;3;30,977;31,871;Chicago, IL;Greenville/Spartanburg, SC;28,350;178.18;278.90;10,230;-100.72;-0.3611;18,120;1.7713;"Chicago, IL
(41.775002, -87.696388)";"Greenville/Spartanburg, SC
(44.513288, -88.013256)"
Table 4;2,011;3;33,198;31,650;Kansas City, MO;Minneapolis/St. Paul, MN;52,200;127.69;255.10;29,110;-127.41;-0.4994;23,090;0.7932;"Kansas City, MO
(39.099792, -94.578559)";"Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4;2,011;2;30,977;31,871;Chicago, IL;Greenville/Spartanburg, SC;29,130;174.38;259.51;9,650;-85.14;-0.3281;19,480;2.0187;"Chicago, IL
(41.775002, -87.696388)";"Greenville/Spartanburg, SC
(44.513288, -88.013256)"
Table 4;2,011;1;30,255;31,454;Huntsville, AL;Orlando, FL;16,360;155.92;270.16;6,970;-114.23;-0.4228;9,390;1.3472;"Huntsville, AL
(34.729538, -86.585283)";"Orlando, FL
(28.538331, -81.378879)"
Table 4;2,011;1;30,325;34,689;Denver, CO;Santa Barbara, CA;16,000;153.71;269.24;5,470;-115.53;-0.4291;10,530;1.9250;"Denver, CO
(39.738453, -104.984853)";"Santa Barbara, CA
(34.420867, -119.698342)"
Table 4;2,011;1;31,481;30,852;Panama City, FL;Washington, DC (Metropolitan Area);18,360;179.43;332.22;5,650;-152.79;-0.4599;12,710;2.2496;"Panama City, FL
(30.185159, -85.73078)";"Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4;2,011;1;32,575;34,252;Los Angeles, CA (Metropolitan Area);Pasco/Kennewick/Richland, WA;14,420;131.16;190.68;7,310;-59.53;-0.3122;7,110;0.9726;"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)";"Pasco/Kennewick/Richland, WA
(37.123874, -76.391902)"
Table 4;2,010;4;30,255;30,852;Huntsville, AL;Washington, DC (Metropolitan Area);52,460;184.15;277.87;35,170;-93.72;-0.3373;17,290;0.4916;"Huntsville, AL
(34.729538, -86.585283)";"Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4;2,010;4;30,255;31,454;Huntsville, AL;Orlando, FL;21,810;143.19;285.00;8,820;-141.82;-0.4976;12,990;1.4728;"Huntsville, AL
(34.729538, -86.585283)";"Orlando, FL
(28.538331, -81.378879)"
Table 4;2,010;4;30,325;31,986;Denver, CO;Grand Rapids, MI;18,080;188.12;297.38;6,930;-109.26;-0.3674;11,150;1.6089;"Denver, CO
(39.738453, -104.984853)";"Grand Rapids, MI
(47.925705, -97.036068)"
Table 4;2,010;4;30,325;33,485;Denver, CO;Madison, WI;14,960;187.03;295.70;5,520;-108.66;-0.3675;9,440;1.7101;"Denver, CO
(39.738453, -104.984853)";"Madison, WI
(43.073926, -89.385244)"
Table 4;2,010;4;30,325;34,689;Denver, CO;Santa Barbara, CA;20,140;147.15;289.89;6,320;-142.74;-0.4924;13,820;2.1867;"Denver, CO
(39.738453, -104.984853)";"Santa Barbara, CA
(34.420867, -119.698342)"
Table 4;2,010;4;31,423;31,454;Des Moines, IA;Orlando, FL;22,510;133.97;222.85;6,180;-88.89;-0.3989;16,330;2.6424;"Des Moines, IA
(41.588822, -93.620309)";"Orlando, FL
(28.538331, -81.378879)"
Table 4;2,010;4;31,481;30,852;Panama City, FL;Washington, DC (Metropolitan Area);22,380;164.42;319.37;5,030;-154.96;-0.4852;17,350;3.4493;"Panama City, FL
(30.185159, -85.73078)";"Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4;2,010;4;31,871;30,852;Greenville/Spartanburg, SC;Washington, DC (Metropolitan Area);16,870;202.49;300.53;7,950;-98.04;-0.3262;8,920;1.1220;"Greenville/Spartanburg, SC
(44.513288, -88.013256)";"Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4;2,010;4;32,945;31,454;Lexington, KY;Orlando, FL;26,090;108.71;194.88;4,950;-86.17;-0.4422;21,140;4.2707;"Lexington, KY
(34.052238, -118.243344)";"Orlando, FL
(28.538331, -81.378879)"
Table 4;2,010;3;30,255;31,454;Huntsville, AL;Orlando, FL;17,330;132.75;307.24;7,860;-174.49;-0.5679;9,470;1.2048;"Huntsville, AL
(34.729538, -86.585283)";"Orlando, FL
(28.538331, -81.378879)"
Table 4;2,010;3;31,423;31,454;Des Moines, IA;Orlando, FL;23,820;113.96;225.77;4,370;-111.82;-0.4953;19,450;4.4508;"Des Moines, IA
(41.588822, -93.620309)";"Orlando, FL
(28.538331, -81.378879)"
Table 4;2,010;3;31,481;30,852;Panama City, FL;Washington, DC (Metropolitan Area);22,400;173.55;292.85;5,600;-119.30;-0.4074;16,800;3.0000;"Panama City, FL
(30.185159, -85.73078)";"Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4;2,010;3;31,986;31,454;Grand Rapids, MI;Orlando, FL;34,010;104.93;167.12;7,850;-62.19;-0.3721;26,160;3.3325;"Grand Rapids, MI
(47.925705, -97.036068)";"Orlando, FL
(28.538331, -81.378879)"
Table 4;2,010;3;32,945;31,454;Lexington, KY;Orlando, FL;25,130;97.57;212.91;2,720;-115.34;-0.5417;22,410;8.2390;"Lexington, KY
(34.052238, -118.243344)";"Orlando, FL
(28.538331, -81.378879)"
Table 4;2,010;2;31,423;31,454;Des Moines, IA;Orlando, FL;21,740;121.17;214.68;5,120;-93.52;-0.4356;16,620;3.2461;"Des Moines, IA
(41.588822, -93.620309)";"Orlando, FL
(28.538331, -81.378879)"
Table 4;2,010;2;31,986;31,454;Grand Rapids, MI;Orlando, FL;39,220;122.43;207.94;8,600;-85.52;-0.4112;30,620;3.5605;"Grand Rapids, MI
(47.925705, -97.036068)";"Orlando, FL
(28.538331, -81.378879)"
Table 4;2,010;2;32,945;31,454;Lexington, KY;Orlando, FL;26,300;101.28;211.48;3,600;-110.20;-0.5211;22,700;6.3056;"Lexington, KY
(34.052238, -118.243344)";"Orlando, FL
(28.538331, -81.378879)"
Table 4;2,010;2;33,198;33,342;Kansas City, MO;Milwaukee, WI;35,530;107.73;163.02;17,180;-55.28;-0.3391;18,350;1.0681;"Kansas City, MO
(39.099792, -94.578559)";"Milwaukee, WI
(43.041072, -87.909421)"
Table 4;2,010;2;35,412;31,454;Knoxville, TN;Orlando, FL;33,480;94.34;146.13;8,570;-51.79;-0.3544;24,910;2.9067;"Knoxville, TN
(35.962631, -83.916677)";"Orlando, FL
(28.538331, -81.378879)"
Table 4;2,010;1;30,666;32,575;Bellingham, WA;Los Angeles, CA (Metropolitan Area);13,440;130.27;214.76;3,990;-84.49;-0.3934;9,450;2.3684;"Bellingham, WA
(41.698264, -88.077915)";"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)"
Table 4;2,010;1;31,650;31,123;Minneapolis/St. Paul, MN;St. Louis, MO;54,280;125.24;271.25;31,850;-146.00;-0.5383;22,430;0.7042;"Minneapolis/St. Paul, MN
(44.977479, -93.264346)";"St. Louis, MO
(38.630276, -90.200309)"
Table 4;2,010;1;32,575;33,264;Los Angeles, CA (Metropolitan Area);Medford, OR;15,640;142.72;214.89;9,190;-72.17;-0.3359;6,450;0.7018;"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)";"Medford, OR
(42.064492, -87.93678)"
Table 4;2,010;1;32,945;31,454;Lexington, KY;Orlando, FL;18,870;113.06;213.98;5,470;-100.93;-0.4717;13,400;2.4497;"Lexington, KY
(34.052238, -118.243344)";"Orlando, FL
(28.538331, -81.378879)"
Table 4;2,010;1;33,198;33,342;Kansas City, MO;Milwaukee, WI;26,030;107.11;206.18;12,270;-99.07;-0.4805;13,760;1.1214;"Kansas City, MO
(39.099792, -94.578559)";"Milwaukee, WI
(43.041072, -87.909421)"
Table 4;2,010;1;33,342;31,123;Milwaukee, WI;St. Louis, MO;18,130;95.87;198.29;8,540;-102.42;-0.5165;9,590;1.1230;"Milwaukee, WI
(43.041072, -87.909421)";"St. Louis, MO
(38.630276, -90.200309)"
Table 4;2,010;1;33,342;31,650;Milwaukee, WI;Minneapolis/St. Paul, MN;41,150;108.62;236.20;22,820;-127.58;-0.5401;18,330;0.8032;"Milwaukee, WI
(43.041072, -87.909421)";"Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4;2,010;1;35,412;31,454;Knoxville, TN;Orlando, FL;23,610;106.60;222.41;5,790;-115.82;-0.5207;17,820;3.0777;"Knoxville, TN
(35.962631, -83.916677)";"Orlando, FL
(28.538331, -81.378879)"
Table 4;2,009;4;30,325;30,436;Denver, CO;Tucson, AZ;47,810;109.44;157.02;34,130;-47.58;-0.3030;13,680;0.4008;"Denver, CO
(39.738453, -104.984853)";"Tucson, AZ
(35.167852, -103.726151)"
Table 4;2,009;4;30,325;33,342;Denver, CO;Milwaukee, WI;66,520;118.03;168.96;43,480;-50.93;-0.3014;23,040;0.5299;"Denver, CO
(39.738453, -104.984853)";"Milwaukee, WI
(43.041072, -87.909421)"
Table 4;2,009;4;30,397;33,105;Atlanta, GA (Metropolitan Area);Cincinnati, OH;26,950;193.90;287.99;17,380;-94.09;-0.3267;9,570;0.5506;"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)";"Cincinnati, OH
(39.104427, -84.513808)"
Table 4;2,009;4;30,647;31,650;Cleveland, OH (Metropolitan Area);Minneapolis/St. Paul, MN;28,710;204.04;292.03;26,800;-87.98;-0.3013;1,910;0.0713;"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)";"Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4;2,009;4;30,666;32,575;Bellingham, WA;Los Angeles, CA (Metropolitan Area);14,990;135.41;229.86;4,010;-94.45;-0.4109;10,980;2.7382;"Bellingham, WA
(41.698264, -88.077915)";"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)"
Table 4;2,009;4;30,721;33,105;Boston, MA (Metropolitan Area);Cincinnati, OH;42,640;229.51;329.10;31,060;-99.59;-0.3026;11,580;0.3728;"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)";"Cincinnati, OH
(39.104427, -84.513808)"
Table 4;2,009;4;30,977;31,650;Chicago, IL;Minneapolis/St. Paul, MN;274,650;107.62;264.15;160,540;-156.53;-0.5926;114,110;0.7108;"Chicago, IL
(41.775002, -87.696388)";"Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4;2,009;4;31,066;31,650;Columbus, OH;Minneapolis/St. Paul, MN;25,390;206.01;307.62;18,840;-101.61;-0.3303;6,550;0.3477;"Columbus, OH
(39.962649, -82.996216)";"Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4;2,009;4;31,650;30,198;Minneapolis/St. Paul, MN;Pittsburgh, PA;27,150;183.10;279.97;20,970;-96.87;-0.3460;6,180;0.2947;"Minneapolis/St. Paul, MN
(44.977479, -93.264346)";"Pittsburgh, PA
(40.442169, -79.994945)"
Table 4;2,009;4;31,650;30,693;Minneapolis/St. Paul, MN;Nashville, TN;25,020;205.72;308.37;18,030;-102.65;-0.3329;6,990;0.3877;"Minneapolis/St. Paul, MN
(44.977479, -93.264346)";"Nashville, TN
(36.166687, -86.779932)"
Table 4;2,009;4;31,650;31,123;Minneapolis/St. Paul, MN;St. Louis, MO;45,310;181.63;323.45;35,710;-141.82;-0.4385;9,600;0.2688;"Minneapolis/St. Paul, MN
(44.977479, -93.264346)";"St. Louis, MO
(38.630276, -90.200309)"
Table 4;2,009;4;32,337;31,650;Indianapolis, IN;Minneapolis/St. Paul, MN;30,780;204.90;319.79;25,500;-114.88;-0.3592;5,280;0.2071;"Indianapolis, IN
(39.76845, -86.156212)";"Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4;2,009;4;33,105;30,325;Cincinnati, OH;Denver, CO;26,970;174.64;330.05;11,780;-155.41;-0.4709;15,190;1.2895;"Cincinnati, OH
(39.104427, -84.513808)";"Denver, CO
(39.738453, -104.984853)"
Table 4;2,009;4;33,105;30,466;Cincinnati, OH;Phoenix, AZ;16,980;213.24;387.04;8,510;-173.80;-0.4491;8,470;0.9953;"Cincinnati, OH
(39.104427, -84.513808)";"Phoenix, AZ
(30.406931, -87.217578)"
Table 4;2,009;4;33,105;30,559;Cincinnati, OH;Seattle, WA;15,740;246.86;389.25;9,990;-142.39;-0.3658;5,750;0.5756;"Cincinnati, OH
(39.104427, -84.513808)";"Seattle, WA
(47.603229, -122.33028)"
Table 4;2,009;4;33,105;31,453;Cincinnati, OH;Houston, TX;18,210;225.66;331.19;11,860;-105.54;-0.3187;6,350;0.5354;"Cincinnati, OH
(39.104427, -84.513808)";"Houston, TX
(29.760803, -95.369506)"
Table 4;2,009;4;33,105;31,454;Cincinnati, OH;Orlando, FL;46,500;133.49;203.34;28,080;-69.85;-0.3435;18,420;0.6560;"Cincinnati, OH
(39.104427, -84.513808)";"Orlando, FL
(28.538331, -81.378879)"
Table 4;2,009;4;33,105;32,211;Cincinnati, OH;Las Vegas, NV;27,670;208.26;313.60;13,640;-105.35;-0.3359;14,030;1.0286;"Cincinnati, OH
(39.104427, -84.513808)";"Las Vegas, NV
(36.169202, -115.140597)"
Table 4;2,009;4;33,105;32,457;Cincinnati, OH;San Francisco, CA (Metropolitan Area);28,740;261.62;416.02;17,240;-154.40;-0.3711;11,500;0.6671;"Cincinnati, OH
(39.104427, -84.513808)";"San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
Table 4;2,009;4;33,105;32,575;Cincinnati, OH;Los Angeles, CA (Metropolitan Area);47,300;247.51;418.49;24,010;-170.98;-0.4086;23,290;0.9700;"Cincinnati, OH
(39.104427, -84.513808)";"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)"
Table 4;2,009;4;33,105;33,195;Cincinnati, OH;Tampa, FL (Metropolitan Area);31,450;139.52;210.37;19,970;-70.85;-0.3368;11,480;0.5749;"Cincinnati, OH
(39.104427, -84.513808)";"Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4;2,009;4;33,105;33,570;Cincinnati, OH;San Diego, CA;15,200;222.88;401.00;6,190;-178.12;-0.4442;9,010;1.4556;"Cincinnati, OH
(39.104427, -84.513808)";"San Diego, CA
(32.71576, -117.163817)"
Table 4;2,009;4;33,105;34,100;Cincinnati, OH;Philadelphia, PA;25,030;202.11;310.11;17,400;-108.00;-0.3483;7,630;0.4385;"Cincinnati, OH
(39.104427, -84.513808)";"Philadelphia, PA
(39.951061, -75.16562)"
Table 4;2,009;4;33,198;33,342;Kansas City, MO;Milwaukee, WI;30,300;104.43;207.03;15,600;-102.60;-0.4956;14,700;0.9423;"Kansas City, MO
(39.099792, -94.578559)";"Milwaukee, WI
(43.041072, -87.909421)"
Table 4;2,009;4;33,342;31,123;Milwaukee, WI;St. Louis, MO;16,260;94.83;222.42;3,830;-127.59;-0.5736;12,430;3.2454;"Milwaukee, WI
(43.041072, -87.909421)";"St. Louis, MO
(38.630276, -90.200309)"
Table 4;2,009;4;33,342;31,650;Milwaukee, WI;Minneapolis/St. Paul, MN;55,080;93.80;294.62;23,270;-200.82;-0.6816;31,810;1.3670;"Milwaukee, WI
(43.041072, -87.909421)";"Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4;2,009;4;35,412;31,454;Knoxville, TN;Orlando, FL;21,180;115.32;256.75;6,220;-141.43;-0.5509;14,960;2.4051;"Knoxville, TN
(35.962631, -83.916677)";"Orlando, FL
(28.538331, -81.378879)"
Table 4;2,009;3;30,135;31,454;Allentown/Bethlehem/Easton, PA;Orlando, FL;21,290;99.17;157.27;6,520;-58.10;-0.3695;14,770;2.2653;"Allentown/Bethlehem/Easton, PA
(40.602753, -75.469759)";"Orlando, FL
(28.538331, -81.378879)"
Table 4;2,009;3;30,194;33,244;Dallas/Fort Worth, TX;Memphis, TN;26,230;183.71;342.39;19,720;-158.68;-0.4635;6,510;0.3301;"Dallas/Fort Worth, TX
(40.11086, -77.035636)";"Memphis, TN
(35.143378, -90.052136)"
Table 4;2,009;3;30,194;34,576;Dallas/Fort Worth, TX;Rochester, NY;15,290;158.33;269.90;11,570;-111.57;-0.4134;3,720;0.3215;"Dallas/Fort Worth, TX
(40.11086, -77.035636)";"Rochester, NY
